node,deg,deg_norm,betweenness,eigenvector,pagerank,cluster
appraisal,20,0.002890591,2.97E-07,0.00328521,6.72E-05,5
appreciate,143,0.020667727,2.79E-05,0.015269925,0.000202237,0
appreciative,38,0.005492123,1.45E-05,0.005575254,9.35E-05,0
apprehensive,19,0.002746062,1.14E-07,0.003328341,6.09E-05,2
approach,689,0.099580864,0.001117674,0.037088582,0.000615828,2
appropriate,531,0.076745194,0.0004454,0.032864579,0.000461109,2
appropriately,187,0.027027027,5.02E-05,0.017921741,0.000236934,4
approval,66,0.009538951,8.20E-06,0.009411835,0.000133863,2
approve,332,0.047983813,0.000165613,0.02366669,0.000330558,2
approximately,275,0.039745628,0.000197558,0.020595129,0.000321067,4
apr,64,0.009249892,3.73E-05,0.006262229,0.000150064,5
apr23.doi,20,0.002890591,2.85E-06,0.001815831,9.44E-05,5
april,181,0.02615985,0.000701172,0.011413605,0.000394099,5
aquino,20,0.002890591,8.25E-07,0.002512545,8.47E-05,5
arash,18,0.002601532,4.13E-08,0.0028504,5.63E-05,4
araujo,20,0.002890591,1.26E-06,0.002190731,8.66E-05,5
arch,20,0.002890591,2.57E-06,0.002076253,8.15E-05,5
archinte.166.13.1380,20,0.002890591,5.58E-07,0.002578179,7.73E-05,5
archive,19,0.002746062,1.23E-08,0.003472306,4.99E-05,4
area,666,0.096256684,0.001646877,0.035972984,0.000658207,2
argument,16,0.002312473,3.85E-09,0.003053816,4.91E-05,0
arise,69,0.009972539,2.57E-06,0.00944608,0.000116829,4
arizona,18,0.002601532,5.26E-07,0.002752593,6.64E-05,9
arkansa,18,0.002601532,4.02E-07,0.002443156,7.21E-05,9
arlt,19,0.002746062,6.23E-07,0.002382649,7.54E-05,5
arm,260,0.037577685,0.000155624,0.01941343,0.000304693,2
armpit,70,0.010117069,5.95E-06,0.008630526,0.000113354,6
arnaldo,20,0.002890591,9.25E-05,0.001022897,0.000112797,5
arnold,67,0.00968348,1.41E-05,0.00746762,0.000148066,9
aromatase,254,0.036710507,6.55E-05,0.020472069,0.000272739,7
aromatisation,86,0.012429542,4.66E-06,0.010562602,0.000137228,7
aromatization,50,0.007226478,2.50E-06,0.006899605,0.000101226,7
arousal,135,0.01951149,9.08E-05,0.013333014,0.00022434,5
aroused,17,0.002457002,3.96E-07,0.003004971,6.18E-05,5
arrange,83,0.011995953,5.67E-06,0.011071956,0.000137172,2
array,36,0.005203064,1.77E-06,0.00541587,8.60E-05,9
arrhythmia,19,0.002746062,7.60E-09,0.003651267,5.04E-05,4
arrive,65,0.009394421,4.97E-06,0.00890501,0.000121328,4
art,56,0.008093655,1.13E-05,0.007174153,0.000123653,9
arterial,49,0.007081948,1.39E-05,0.005986906,0.000109504,6
artery,248,0.03584333,0.000123018,0.018673527,0.000291006,4
arthritis,36,0.005203064,2.69E-06,0.005244614,8.77E-05,9
arthur,20,0.002890591,1.31E-07,0.003509579,6.76E-05,4
article,375,0.054198584,0.000345523,0.023872298,0.000380005,0
artificial,81,0.011706894,4.80E-05,0.009686286,0.00016235,1
artificially,34,0.004914005,1.23E-07,0.005883202,6.84E-05,6
asanad,90,0.01300766,6.11E-06,0.010558823,0.000122137,9
asap,20,0.002890591,2.89E-07,0.003569941,6.89E-05,5
ascertain,17,0.002457002,9.06E-09,0.003672481,4.84E-05,4
asempa,59,0.008527244,2.84E-06,0.008349471,0.000116173,9
ashkenazi,17,0.002457002,5.11E-08,0.003289173,5.07E-05,7
ashley,20,0.002890591,1.08E-05,0.00145494,0.000105665,9
ashwagandha,72,0.010406128,5.83E-05,0.007561928,0.000159839,10
asia,15,0.002167943,3.61E-07,0.002164484,6.08E-05,10
asian,52,0.007515537,2.56E-05,0.005812017,0.000147616,5
aside,94,0.013585778,1.17E-05,0.010970724,0.000146914,6
ask,564,0.08151467,0.000523318,0.029564809,0.00043804,0
askmayoexpert,20,0.002890591,1.60E-07,0.003364681,6.66E-05,5
asleep,72,0.010406128,1.32E-05,0.009265652,0.000129261,6
asmh,19,0.002746062,2.82E-07,0.002969275,6.27E-05,3
aspartate,19,0.002746062,7.99E-07,0.001648769,9.14E-05,7
aspect,312,0.045093222,0.000109456,0.023135649,0.000298094,6
aspirin,54,0.007804596,1.26E-05,0.006887268,0.000130041,3
assay,149,0.021534904,6.69E-05,0.013233512,0.000237196,4
assess,400,0.057811823,0.000243711,0.027153839,0.000367746,4
assessment,227,0.032808209,7.73E-05,0.019386902,0.000263028,4
assign,107,0.015464663,3.86E-05,0.0120757,0.000182701,4
assist,138,0.019945079,3.24E-05,0.014875828,0.000178026,2
assistance,55,0.007949126,5.94E-06,0.007862821,0.000116147,0
assistant,161,0.023269259,5.16E-05,0.014581029,0.000244899,9
assistive,18,0.002601532,1.76E-07,0.003644126,5.41E-05,2
assoc,20,0.002890591,8.32E-08,0.003305659,6.66E-05,4
associate,935,0.135135135,0.002310221,0.035854822,0.000711868,7
associated,39,0.005636653,9.38E-07,0.005903147,8.70E-05,2
association,437,0.063159416,0.000935246,0.025795296,0.000486707,4
assume,98,0.014163897,9.26E-06,0.012239385,0.000144396,0
assumption,20,0.002890591,1.28E-07,0.00357521,5.71E-05,0
assure,51,0.007371007,2.87E-06,0.008108088,0.000103665,4
assured,28,0.004046828,1.53E-07,0.004586955,6.42E-05,4
astella,18,0.002601532,3.66E-07,0.00188089,7.99E-05,9
asthma,49,0.007081948,1.00E-05,0.00581065,0.000112606,9
asymptomatic,32,0.004624946,2.31E-07,0.005674968,6.70E-05,4
asynchronous,20,0.002890591,7.96E-08,0.004053007,6.15E-05,0
atherosclerosis,93,0.013441249,7.60E-06,0.010249108,0.000138109,4
atherosclerotic,16,0.002312473,1.64E-07,0.002655364,5.78E-05,7
athlete,86,0.012429542,1.34E-05,0.01031281,0.000130347,7
athletic,48,0.006937419,5.56E-06,0.006779411,9.79E-05,10
atlanta,18,0.002601532,2.29E-07,0.003092323,6.53E-05,0
atrial,57,0.008238185,3.64E-06,0.007232496,0.000114603,4
atrophy,130,0.018788842,2.88E-05,0.01194914,0.000177318,7
attach,70,0.010117069,5.26E-06,0.007421058,0.000106801,2
attache,27,0.003902298,6.91E-08,0.004063234,5.89E-05,7
attack,380,0.054921231,0.000230662,0.023926468,0.000363525,4
attain,19,0.002746062,7.85E-09,0.00353617,5.00E-05,7
attempt,169,0.024425495,5.62E-05,0.016769122,0.000227695,4
attend,138,0.019945079,3.24E-05,0.015901143,0.00019374,2
attention,195,0.028183263,0.00011151,0.016974851,0.000247543,4
attest,20,0.002890591,2.29E-08,0.004196998,5.57E-05,0
attitude,39,0.005636653,3.54E-06,0.006161873,9.79E-05,6
attributable,32,0.004624946,6.71E-08,0.005415847,6.28E-05,6
attribute,131,0.018933372,2.25E-05,0.013201195,0.000171655,6
aua,263,0.038011273,0.000275746,0.02155936,0.000354885,4
auaer,14,0.002023414,2.62E-08,0.002134434,5.82E-05,1
auchus,31,0.004480416,3.12E-06,0.002942193,0.000103301,5
aud,19,0.002746062,1.85E-07,0.003198085,5.59E-05,7
audible,20,0.002890591,1.10E-07,0.003425984,6.38E-05,2
audience,19,0.002746062,9.39E-07,0.002620384,8.24E-05,0
audio,71,0.010261598,1.61E-05,0.00714256,0.000143858,0
august,37,0.005347594,5.15E-06,0.003673719,0.00010707,5
aurora,20,0.002890591,2.51E-07,0.003265594,7.06E-05,9
australia,65,0.009394421,2.70E-05,0.007515787,0.00015136,9
authentic,16,0.002312473,9.08E-08,0.002754769,6.36E-05,0
authentically,20,0.002890591,3.08E-07,0.003307036,7.29E-05,6
author,311,0.044948692,0.00087485,0.021407684,0.000480203,4
authorship,19,0.002746062,6.37E-08,0.003548506,5.97E-05,4
autoimmune,142,0.020523197,3.22E-05,0.012142578,0.000183082,7
automated,19,0.002746062,1.94E-07,0.002855536,6.47E-05,7
automatic,16,0.002312473,1.13E-08,0.003036876,4.72E-05,6
automatically,43,0.006214771,4.07E-06,0.005129348,0.000101087,0
autonomy,18,0.002601532,6.99E-08,0.003320082,5.74E-05,4
auxiliary,19,0.002746062,2.98E-07,0.00357807,6.11E-05,2
availability,57,0.008238185,8.01E-06,0.008296599,0.000123545,4
available,981,0.141783495,0.005663868,0.040654779,0.000959568,2
avanafil,15,0.002167943,1.54E-08,0.002614058,5.60E-05,2
aveed,31,0.004480416,1.21E-07,0.00549175,6.88E-05,2
avenue,74,0.010695187,0.000117761,0.007695788,0.000151042,9
average,342,0.049429108,0.000216511,0.022914266,0.000348381,0
aversa,38,0.005492123,8.90E-06,0.004382009,0.00011676,5
averse,17,0.002457002,4.96E-09,0.003640393,4.91E-05,2
aversion,17,0.002457002,4.40E-08,0.003192657,5.61E-05,6
avocado,75,0.010839717,0.000102635,0.007538682,0.000173372,10
avoid,566,0.081803729,0.000587526,0.032166496,0.00049689,2
await,37,0.005347594,1.79E-06,0.006245053,8.16E-05,4
award,39,0.005636653,1.66E-05,0.004393326,0.000118109,9
aware,187,0.027027027,6.17E-05,0.017242055,0.000227838,4
awareness,102,0.014742015,5.85E-06,0.0123827,0.000148323,6
away,210,0.030351207,9.20E-05,0.019178189,0.000261242,2
awesome,82,0.011851424,8.78E-06,0.010517113,0.000137716,0
awful,18,0.002601532,1.52E-08,0.003414299,5.40E-05,0
awkward,50,0.007226478,1.61E-06,0.007359908,8.53E-05,0
awkwardness,20,0.002890591,5.22E-08,0.003931148,6.13E-05,0
axilla,18,0.002601532,7.11E-08,0.003580803,5.82E-05,2
axillary,20,0.002890591,1.95E-07,0.002966646,6.79E-05,6
axiron,19,0.002746062,9.08E-08,0.003836383,5.93E-05,2
axis,248,0.03584333,9.13E-05,0.018418671,0.000274401,7
ayurveda,19,0.002746062,6.20E-07,0.002742021,7.37E-05,10
azelaic,20,0.002890591,7.42E-08,0.003453371,6.23E-05,7
azoospermia,50,0.007226478,2.54E-06,0.006524083,9.04E-05,7
b.a,19,0.002746062,1.27E-07,0.002389058,6.87E-05,5
b.d,20,0.002890591,1.29E-06,0.002278948,9.04E-05,5
b12,86,0.012429542,6.69E-06,0.010145251,0.00013354,7
baby,138,0.019945079,3.11E-05,0.013352387,0.000191284,7
bachelor,19,0.002746062,7.74E-07,0.003082067,6.87E-05,9
backbone,15,0.002167943,9.98E-09,0.003082216,4.74E-05,0
backfire,20,0.002890591,1.99E-07,0.004128933,5.98E-05,0
background,125,0.018066195,9.56E-05,0.013344939,0.000222197,0
backseat,19,0.002746062,2.48E-07,0.003689775,5.99E-05,0
bacterial,17,0.002457002,1.06E-07,0.00267949,5.83E-05,7
bad,403,0.058245411,0.000305844,0.025786226,0.000385511,0
bail,17,0.002457002,4.95E-08,0.003633697,4.92E-05,0
baillargeon,19,0.002746062,3.47E-07,0.00334185,5.68E-05,4
baillargeon373,18,0.002601532,3.82E-08,0.003054628,5.82E-05,4
bajic,153,0.022113022,0.000169959,0.013650978,0.000243676,0
bake,16,0.002312473,1.44E-06,0.002208707,6.70E-05,10
balance,696,0.100592571,0.000872034,0.035384252,0.000573388,2
balanced,319,0.046104928,0.000204726,0.023809075,0.000344868,10
bald,73,0.010550658,1.64E-05,0.008437145,0.000133218,6
balding,36,0.005203064,3.11E-06,0.005153409,8.75E-05,6
baldness,176,0.025437202,5.66E-05,0.01514315,0.000228999,7
balk,33,0.004769475,6.87E-07,0.005144313,7.91E-05,0
ball,34,0.004914005,4.03E-06,0.005210655,9.10E-05,2
bam,19,0.002746062,1.31E-07,0.003556631,6.18E-05,0
ban,35,0.005058534,3.74E-06,0.005463719,9.31E-05,2
band,61,0.008816303,8.97E-06,0.007020948,0.000132208,2
bandage,19,0.002746062,1.33E-06,0.002939656,6.69E-05,2
bandinelli,20,0.002890591,9.68E-06,0.001231018,0.000104877,5
bank,38,0.005492123,2.69E-05,0.004100387,0.000126413,9
bann,20,0.002890591,1.47E-05,0.001739468,9.73E-05,5
baptist,20,0.002890591,1.16E-05,0.001664275,9.62E-05,9
bar,19,0.002746062,2.15E-08,0.003861354,5.84E-05,0
barat,19,0.002746062,8.19E-08,0.003029347,6.85E-05,4
barber,19,0.002746062,1.39E-05,0.001830441,9.00E-05,5
barely,37,0.005347594,5.88E-07,0.006014086,7.73E-05,6
bariatric,60,0.008671773,4.88E-06,0.008140503,0.000115653,7
barne,19,0.002746062,6.77E-08,0.003377129,5.58E-05,4
barometer,20,0.002890591,1.29E-08,0.004227538,5.30E-05,6
barrier,121,0.017488076,4.35E-05,0.012897782,0.000178645,2
barth,19,0.002746062,4.26E-07,0.001274969,0.000102939,5
bartke,19,0.002746062,1.93E-06,0.0021267,7.69E-05,5
barton,15,0.002167943,8.74E-07,0.001088275,8.34E-05,9
basaria,35,0.005058534,2.18E-05,0.003263783,0.00013164,5
base,1004,0.145107675,0.003649027,0.040493963,0.000827927,2
baseline,318,0.045960399,0.000137904,0.024343029,0.000338095,4
basic,203,0.0293395,0.000193139,0.016738592,0.000264897,5
basically,81,0.011706894,1.74E-05,0.009833318,0.000147976,0
basis,187,0.027027027,5.50E-05,0.017669874,0.000215911,2
basket,17,0.002457002,7.73E-09,0.003436941,4.96E-05,0
basophil,11,0.001589825,3.57E-07,0.001495687,5.79E-05,7
basson,20,0.002890591,7.01E-07,0.002472391,7.83E-05,5
bath,20,0.002890591,3.79E-07,0.003297179,7.13E-05,6
bathe,18,0.002601532,6.84E-07,0.002895876,6.08E-05,2
baton,19,0.002746062,1.15E-05,0.001649097,8.72E-05,9
battery,57,0.008238185,1.09E-05,0.006486288,0.000112685,9
baumgarten,70,0.010117069,3.81E-06,0.009521833,0.000110506,9
bayer,19,0.002746062,6.61E-07,0.002702394,7.52E-05,9
baylor,128,0.018499783,7.92E-05,0.011193223,0.000211215,9
beach,38,0.005492123,1.00E-05,0.005360584,0.000103846,8
bean,42,0.006070241,5.62E-05,0.004482111,0.000118274,10
bear,219,0.031651973,0.000132511,0.017869255,0.000257043,7
beard,153,0.022113022,5.70E-05,0.013793575,0.000211291,6
beast,15,0.002167943,2.19E-08,0.003061799,5.42E-05,0
beat,45,0.00650383,9.49E-07,0.005353228,7.97E-05,6
beautiful,25,0.003613239,1.69E-07,0.003704413,7.24E-05,0
beauty,68,0.00982801,1.20E-05,0.009079523,0.000113955,0
bebb,20,0.002890591,1.17E-06,0.000521327,0.000120431,9
bed,91,0.01315219,6.55E-06,0.011521483,0.000142691,0
bedroom,35,0.005058534,3.58E-06,0.005403212,8.51E-05,10
bedtime,19,0.002746062,3.38E-08,0.003545051,5.99E-05,7
beef,19,0.002746062,5.87E-06,0.002014353,8.26E-05,10
beer,20,0.002890591,8.57E-07,0.003273127,6.98E-05,10
beeram,20,0.002890591,2.68E-06,0.001285329,0.000110119,9
begin,643,0.092932505,0.000914485,0.031889704,0.000524584,6
beginner,16,0.002312473,5.19E-08,0.002747599,5.44E-05,5
beginning,19,0.002746062,3.81E-08,0.003507035,5.50E-05,9
behav,27,0.003902298,8.34E-06,0.002298683,0.00011929,5
behavior,170,0.024570025,4.11E-05,0.01733002,0.000217489,6
behavioral,58,0.008382714,2.41E-05,0.007045949,0.000130314,5
behaviour,20,0.002890591,4.56E-08,0.004159477,5.46E-05,7
behavioural,16,0.002312473,4.46E-10,0.003234339,4.94E-05,0
beiza,20,0.002890591,6.47E-08,0.003743764,6.37E-05,2
belakovskiy,35,0.005058534,8.43E-07,0.005801494,8.33E-05,4
belief,30,0.004335887,4.34E-07,0.004850182,7.12E-05,6
believe,276,0.039890158,0.00014973,0.020706205,0.000295756,0
believer,20,0.002890591,4.89E-08,0.004183403,5.88E-05,2
bell,18,0.002601532,1.06E-08,0.003418117,5.07E-05,0
belly,123,0.017777135,1.15E-05,0.012948798,0.000153802,6
benchmark,20,0.002890591,4.98E-08,0.004263931,5.96E-05,2
bend,36,0.005203064,5.45E-06,0.004804235,0.000104376,2
bendable,18,0.002601532,3.20E-07,0.003310422,6.22E-05,2
beneath,55,0.007949126,9.45E-06,0.007892416,0.000112547,2
beneficial,291,0.042058101,0.000147288,0.022672783,0.000301502,0
beneficiary,19,0.002746062,2.31E-07,0.003197663,6.24E-05,4
benefit,1121,0.162017633,0.002710386,0.040685665,0.000749551,0
benefit.6,18,0.002601532,1.01E-07,0.003724115,5.70E-05,4
benign,153,0.022113022,3.97E-05,0.013104054,0.000187746,7
bennett,19,0.002746062,4.95E-08,0.003229948,5.33E-05,9
bent,16,0.002312473,4.20E-07,0.00246792,6.52E-05,2
benzoate,19,0.002746062,3.10E-07,0.003148067,7.02E-05,2
benzyl,19,0.002746062,3.99E-07,0.003156304,6.98E-05,2
ben‐shlomo,20,0.002890591,8.65E-06,0.001218743,0.000111005,5
berman,20,0.002890591,5.75E-06,0.001619857,0.000101804,9
berry,20,0.002890591,6.95E-07,0.001483116,9.48E-05,10
bespoke,51,0.007371007,1.35E-06,0.00765436,9.09E-05,9
bet,72,0.010406128,1.68E-05,0.009083057,0.000125676,0
better,33,0.004769475,1.45E-06,0.005642824,7.73E-05,0
bettie,19,0.002746062,6.28E-07,0.002783724,7.83E-05,0
bettoocchi,20,0.002890591,2.49E-07,0.003048772,7.06E-05,4
beware,54,0.007804596,2.76E-06,0.006979295,9.84E-05,0
bhasin,72,0.010406128,0.000160355,0.005687905,0.000196397,5
bias,78,0.011273305,1.18E-05,0.009896562,0.000137884,4
bibliography/,20,0.002890591,1.31E-07,0.003415092,5.53E-05,4
bicker,14,0.002023414,6.02E-09,0.002325895,5.42E-05,0
bidirectional,44,0.0063593,1.76E-06,0.006227392,9.23E-05,7
big,465,0.067206244,0.000441133,0.028242347,0.000436838,0
bilateral,30,0.004335887,1.25E-06,0.00362279,9.18E-05,7
biliary,15,0.002167943,6.49E-07,0.002397806,5.96E-05,7
bilirubin,19,0.002746062,2.36E-06,0.001479146,9.34E-05,7
bill,33,0.004769475,1.73E-06,0.004823515,8.36E-05,0
billboard,19,0.002746062,9.54E-08,0.00379237,5.80E-05,0
billing,79,0.011417835,3.34E-05,0.008866806,0.000166756,0
bimix,20,0.002890591,5.36E-07,0.003667856,6.40E-05,2
bind,311,0.044948692,0.000188199,0.017019836,0.000304492,7
binge,30,0.004335887,4.69E-06,0.004044981,8.12E-05,10
bioactive,19,0.002746062,3.92E-08,0.002875326,6.10E-05,7
bioactivity,19,0.002746062,7.35E-07,0.002970238,6.27E-05,7
bioavailability,20,0.002890591,2.31E-08,0.003504188,5.69E-05,7
bioavailable,196,0.028327793,6.60E-05,0.015209098,0.000222787,7
biochemical,211,0.030495736,9.08E-05,0.017936139,0.000272054,4
biochemically,15,0.002167943,4.24E-08,0.002762771,4.68E-05,7
biochemistry,20,0.002890591,1.70E-06,0.002878855,6.98E-05,4
bioequivalence,17,0.002457002,1.04E-07,0.003124825,5.61E-05,2
bioidentical,28,0.004046828,4.57E-07,0.004819928,6.21E-05,6
biologic,35,0.005058534,4.05E-06,0.004907413,9.41E-05,5
biological,226,0.03266368,0.000122788,0.018905064,0.000275562,9
biology,15,0.002167943,4.08E-07,0.002688213,5.21E-05,4
biomarker,51,0.007371007,1.73E-06,0.007387416,9.30E-05,4
biomedical,20,0.002890591,4.92E-07,0.003448209,6.90E-05,9
biopsy,71,0.010261598,7.79E-06,0.008413908,0.0001179,7
biorepository,18,0.002601532,9.69E-07,0.002867822,6.67E-05,9
biosynthesis,20,0.002890591,7.66E-07,0.003138569,7.23E-05,7
biotech,19,0.002746062,2.04E-06,0.002328554,8.77E-05,9
biotin,35,0.005058534,9.65E-07,0.005410322,7.85E-05,7
bipolar,26,0.003757768,2.51E-06,0.004180151,6.73E-05,7
birmingham,18,0.002601532,6.69E-07,0.002543807,7.30E-05,9
birth,182,0.026304379,0.000319203,0.014563941,0.000251849,7
bit,463,0.066917185,0.000426147,0.029069353,0.000469336,0
bitch,20,0.002890591,7.80E-08,0.003315851,6.02E-05,6
bittoun,20,0.002890591,1.37E-06,0.002244603,9.16E-05,5
black,92,0.013296719,0.000143882,0.009502825,0.000207746,10
bladder,125,0.018066195,5.74E-05,0.012467546,0.000210774,7
blah,35,0.005058534,7.27E-07,0.005915637,7.80E-05,0
blair,32,0.004624946,1.70E-06,0.005036244,7.24E-05,9
blame,109,0.015753722,1.10E-05,0.012237077,0.000157741,0
blanket,19,0.002746062,3.34E-08,0.003540801,5.26E-05,0
ble,20,0.002890591,9.08E-06,0.001529157,9.84E-05,5
bleed,52,0.007515537,7.02E-06,0.006620312,0.00010589,2
bleeding,34,0.004914005,5.31E-06,0.004829837,8.39E-05,2
blemish,19,0.002746062,2.28E-07,0.003101263,6.64E-05,6
blend,64,0.009249892,1.09E-05,0.008072455,0.000119104,2
bless,15,0.002167943,5.03E-09,0.003150752,5.02E-05,0
blind,38,0.005492123,3.15E-07,0.005890972,7.54E-05,4
blindness,14,0.002023414,2.27E-08,0.002354273,5.09E-05,7
bloat,27,0.003902298,2.59E-07,0.004970907,7.03E-05,6
block,153,0.022113022,3.44E-05,0.014861951,0.000203052,7
blockade,18,0.002601532,2.49E-07,0.002925977,6.06E-05,7
blockage,16,0.002312473,2.73E-07,0.002987229,5.15E-05,2
blocker,34,0.004914005,2.27E-06,0.005496446,8.19E-05,7
blog,64,0.009249892,1.96E-05,0.007693279,0.000130249,9
blood,1560,0.225466108,0.00907102,0.038991583,0.000926688,7
bloodstream,293,0.04234716,0.000103289,0.021033211,0.000298933,2
bloodwork,121,0.017488076,1.07E-05,0.014167873,0.000156137,4
blossom,20,0.002890591,2.19E-07,0.003618393,6.76E-05,0
blue,19,0.002746062,1.90E-08,0.003531201,5.87E-05,6
blum,27,0.003902298,1.80E-06,0.001775674,0.000111199,5
blunt,67,0.00968348,1.63E-06,0.009548524,0.000111569,7
blunting,34,0.004914005,6.89E-07,0.005232103,7.96E-05,6
blvd,11,0.001589825,2.24E-08,0.001361003,5.68E-05,9
blye,10,0.001445296,6.32E-08,0.001424039,4.16E-05,0
bmi,158,0.02283567,3.58E-05,0.01378063,0.000192567,4
bmis,18,0.002601532,5.70E-08,0.003201514,6.09E-05,6
board,143,0.020667727,0.00017022,0.012717229,0.000235687,9
boast,15,0.002167943,7.29E-08,0.002869138,5.51E-05,10
bodily,51,0.007371007,7.99E-07,0.006619068,7.74E-05,7
body,1621,0.234282411,0.008660073,0.043183394,0.000992421,6
bodybuilde,19,0.002746062,3.53E-08,0.003671675,5.30E-05,7
bodybuilder,49,0.007081948,3.63E-06,0.007088612,9.42E-05,7
boil,52,0.007515537,7.15E-06,0.00751934,0.000121776,2
boiler,23,0.00332418,3.84E-07,0.003285706,6.90E-05,7
bolster,20,0.002890591,8.59E-09,0.004374552,5.26E-05,2
bolt,20,0.002890591,1.37E-07,0.003395812,6.73E-05,0
bolus,16,0.002312473,7.75E-09,0.003231195,4.80E-05,2
bombard,19,0.002746062,3.01E-07,0.002750726,7.46E-05,11
bone,699,0.10102616,0.001127717,0.026603623,0.000502285,6
boob,96,0.013874837,1.05E-05,0.010617784,0.00014899,6
book,205,0.029628559,0.000163211,0.016745415,0.0002684,5
boom,52,0.007515537,1.50E-06,0.007959607,9.64E-05,0
booming,39,0.005636653,2.89E-06,0.006589119,9.54E-05,0
boost,647,0.093510623,0.000644508,0.030687495,0.000503355,10
booster,225,0.03251915,5.68E-05,0.018831939,0.000251934,0
bordal,18,0.002601532,1.25E-07,0.002455845,6.30E-05,9
borderline,38,0.005492123,3.62E-07,0.006424854,7.84E-05,0
boron,21,0.003035121,1.25E-07,0.003620875,5.76E-05,10
boston,73,0.010550658,6.25E-05,0.006032102,0.000204075,9
bot,25,0.003613239,4.48E-06,0.003067668,8.78E-05,1
bother,83,0.011995953,1.38E-05,0.009534461,0.000131616,0
bothersome,79,0.011417835,6.13E-06,0.010005572,0.000106507,0
botox,24,0.003468709,2.42E-06,0.00314572,8.10E-05,6
bottle,50,0.007226478,1.59E-06,0.007133199,9.86E-05,2
bound,80,0.011562365,1.88E-05,0.007889077,0.000151446,7
bovine,17,0.002457002,2.89E-07,0.002630394,6.90E-05,9
box,18,0.002601532,4.65E-08,0.003321046,5.81E-05,4
boxed,19,0.002746062,1.10E-06,0.002947349,7.25E-05,2
boy,217,0.031362914,3.90E-05,0.01692327,0.000225938,7
